id,name,height,weight,base_experience,types,abilities,stats
299,nosepass,10,970,75,['rock'],"['sturdy', 'magnet-pull', 'sand-force']","{'hp': 30, 'attack': 45, 'defense': 135, 'special-attack': 45, 'special-defense': 90, 'speed': 30}"
300,skitty,6,110,52,['normal'],"['cute-charm', 'normalize', 'wonder-skin']","{'hp': 50, 'attack': 45, 'defense': 45, 'special-attack': 35, 'special-defense': 35, 'speed': 50}"
301,delcatty,11,326,140,['normal'],"['cute-charm', 'normalize', 'wonder-skin']","{'hp': 70, 'attack': 65, 'defense': 65, 'special-attack': 55, 'special-defense': 55, 'speed': 90}"
302,sableye,5,110,133,"['dark', 'ghost']","['keen-eye', 'stall', 'prankster']","{'hp': 50, 'attack': 75, 'defense': 75, 'special-attack': 65, 'special-defense': 65, 'speed': 50}"
303,mawile,6,115,133,"['steel', 'fairy']","['hyper-cutter', 'intimidate', 'sheer-force']","{'hp': 50, 'attack': 85, 'defense': 85, 'special-attack': 55, 'special-defense': 55, 'speed': 50}"
304,aron,4,600,66,"['steel', 'rock']","['sturdy', 'rock-head', 'heavy-metal']","{'hp': 50, 'attack': 70, 'defense': 100, 'special-attack': 40, 'special-defense': 40, 'speed': 30}"
305,lairon,9,1200,151,"['steel', 'rock']","['sturdy', 'rock-head', 'heavy-metal']","{'hp': 60, 'attack': 90, 'defense': 140, 'special-attack': 50, 'special-defense': 50, 'speed': 40}"
306,aggron,21,3600,239,"['steel', 'rock']","['sturdy', 'rock-head', 'heavy-metal']","{'hp': 70, 'attack': 110, 'defense': 180, 'special-attack': 60, 'special-defense': 60, 'speed': 50}"
307,meditite,6,112,56,"['fighting', 'psychic']","['pure-power', 'telepathy']","{'hp': 30, 'attack': 40, 'defense': 55, 'special-attack': 40, 'special-defense': 55, 'speed': 60}"
308,medicham,13,315,144,"['fighting', 'psychic']","['pure-power', 'telepathy']","{'hp': 60, 'attack': 60, 'defense': 75, 'special-attack': 60, 'special-defense': 75, 'speed': 80}"
309,electrike,6,152,59,['electric'],"['static', 'lightning-rod', 'minus']","{'hp': 40, 'attack': 45, 'defense': 40, 'special-attack': 65, 'special-defense': 40, 'speed': 65}"
310,manectric,15,402,166,['electric'],"['static', 'lightning-rod', 'minus']","{'hp': 70, 'attack': 75, 'defense': 60, 'special-attack': 105, 'special-defense': 60, 'speed': 105}"
311,plusle,4,42,142,['electric'],"['plus', 'lightning-rod']","{'hp': 60, 'attack': 50, 'defense': 40, 'special-attack': 85, 'special-defense': 75, 'speed': 95}"
312,minun,4,42,142,['electric'],"['minus', 'volt-absorb']","{'hp': 60, 'attack': 40, 'defense': 50, 'special-attack': 75, 'special-defense': 85, 'speed': 95}"
313,volbeat,7,177,151,['bug'],"['illuminate', 'swarm', 'prankster']","{'hp': 65, 'attack': 73, 'defense': 75, 'special-attack': 47, 'special-defense': 85, 'speed': 85}"
314,illumise,6,177,151,['bug'],"['oblivious', 'tinted-lens', 'prankster']","{'hp': 65, 'attack': 47, 'defense': 75, 'special-attack': 73, 'special-defense': 85, 'speed': 85}"
315,roselia,3,20,140,"['grass', 'poison']","['natural-cure', 'poison-point', 'leaf-guard']","{'hp': 50, 'attack': 60, 'defense': 45, 'special-attack': 100, 'special-defense': 80, 'speed': 65}"
316,gulpin,4,103,60,['poison'],"['liquid-ooze', 'sticky-hold', 'gluttony']","{'hp': 70, 'attack': 43, 'defense': 53, 'special-attack': 43, 'special-defense': 53, 'speed': 40}"
317,swalot,17,800,163,['poison'],"['liquid-ooze', 'sticky-hold', 'gluttony']","{'hp': 100, 'attack': 73, 'defense': 83, 'special-attack': 73, 'special-defense': 83, 'speed': 55}"
318,carvanha,8,208,61,"['water', 'dark']","['rough-skin', 'speed-boost']","{'hp': 45, 'attack': 90, 'defense': 20, 'special-attack': 65, 'special-defense': 20, 'speed': 65}"
319,sharpedo,18,888,161,"['water', 'dark']","['rough-skin', 'speed-boost']","{'hp': 70, 'attack': 120, 'defense': 40, 'special-attack': 95, 'special-defense': 40, 'speed': 95}"
320,wailmer,20,1300,80,['water'],"['water-veil', 'oblivious', 'pressure']","{'hp': 130, 'attack': 70, 'defense': 35, 'special-attack': 70, 'special-defense': 35, 'speed': 60}"
321,wailord,145,3980,175,['water'],"['water-veil', 'oblivious', 'pressure']","{'hp': 170, 'attack': 90, 'defense': 45, 'special-attack': 90, 'special-defense': 45, 'speed': 60}"
322,numel,7,240,61,"['fire', 'ground']","['oblivious', 'simple', 'own-tempo']","{'hp': 60, 'attack': 60, 'defense': 40, 'special-attack': 65, 'special-defense': 45, 'speed': 35}"
323,camerupt,19,2200,161,"['fire', 'ground']","['magma-armor', 'solid-rock', 'anger-point']","{'hp': 70, 'attack': 100, 'defense': 70, 'special-attack': 105, 'special-defense': 75, 'speed': 40}"
324,torkoal,5,804,165,['fire'],"['white-smoke', 'drought', 'shell-armor']","{'hp': 70, 'attack': 85, 'defense': 140, 'special-attack': 85, 'special-defense': 70, 'speed': 20}"
325,spoink,7,306,66,['psychic'],"['thick-fat', 'own-tempo', 'gluttony']","{'hp': 60, 'attack': 25, 'defense': 35, 'special-attack': 70, 'special-defense': 80, 'speed': 60}"
326,grumpig,9,715,165,['psychic'],"['thick-fat', 'own-tempo', 'gluttony']","{'hp': 80, 'attack': 45, 'defense': 65, 'special-attack': 90, 'special-defense': 110, 'speed': 80}"
327,spinda,11,50,126,['normal'],"['own-tempo', 'tangled-feet', 'contrary']","{'hp': 60, 'attack': 60, 'defense': 60, 'special-attack': 60, 'special-defense': 60, 'speed': 60}"
328,trapinch,7,150,58,['ground'],"['hyper-cutter', 'arena-trap', 'sheer-force']","{'hp': 45, 'attack': 100, 'defense': 45, 'special-attack': 45, 'special-defense': 45, 'speed': 10}"
329,vibrava,11,153,119,"['ground', 'dragon']",['levitate'],"{'hp': 50, 'attack': 70, 'defense': 50, 'special-attack': 50, 'special-defense': 50, 'speed': 70}"
330,flygon,20,820,234,"['ground', 'dragon']",['levitate'],"{'hp': 80, 'attack': 100, 'defense': 80, 'special-attack': 80, 'special-defense': 80, 'speed': 100}"
331,cacnea,4,513,67,['grass'],"['sand-veil', 'water-absorb']","{'hp': 50, 'attack': 85, 'defense': 40, 'special-attack': 85, 'special-defense': 40, 'speed': 35}"
332,cacturne,13,774,166,"['grass', 'dark']","['sand-veil', 'water-absorb']","{'hp': 70, 'attack': 115, 'defense': 60, 'special-attack': 115, 'special-defense': 60, 'speed': 55}"
333,swablu,4,12,62,"['normal', 'flying']","['natural-cure', 'cloud-nine']","{'hp': 45, 'attack': 40, 'defense': 60, 'special-attack': 40, 'special-defense': 75, 'speed': 50}"
334,altaria,11,206,172,"['dragon', 'flying']","['natural-cure', 'cloud-nine']","{'hp': 75, 'attack': 70, 'defense': 90, 'special-attack': 70, 'special-defense': 105, 'speed': 80}"
335,zangoose,13,403,160,['normal'],"['immunity', 'toxic-boost']","{'hp': 73, 'attack': 115, 'defense': 60, 'special-attack': 60, 'special-defense': 60, 'speed': 90}"
336,seviper,27,525,160,['poison'],"['shed-skin', 'infiltrator']","{'hp': 73, 'attack': 100, 'defense': 60, 'special-attack': 100, 'special-defense': 60, 'speed': 65}"
337,lunatone,10,1680,161,"['rock', 'psychic']",['levitate'],"{'hp': 90, 'attack': 55, 'defense': 65, 'special-attack': 95, 'special-defense': 85, 'speed': 70}"
338,solrock,12,1540,161,"['rock', 'psychic']",['levitate'],"{'hp': 90, 'attack': 95, 'defense': 85, 'special-attack': 55, 'special-defense': 65, 'speed': 70}"
339,barboach,4,19,58,"['water', 'ground']","['oblivious', 'anticipation', 'hydration']","{'hp': 50, 'attack': 48, 'defense': 43, 'special-attack': 46, 'special-defense': 41, 'speed': 60}"
340,whiscash,9,236,164,"['water', 'ground']","['oblivious', 'anticipation', 'hydration']","{'hp': 110, 'attack': 78, 'defense': 73, 'special-attack': 76, 'special-defense': 71, 'speed': 60}"
341,corphish,6,115,62,['water'],"['hyper-cutter', 'shell-armor', 'adaptability']","{'hp': 43, 'attack': 80, 'defense': 65, 'special-attack': 50, 'special-defense': 35, 'speed': 35}"
342,crawdaunt,11,328,164,"['water', 'dark']","['hyper-cutter', 'shell-armor', 'adaptability']","{'hp': 63, 'attack': 120, 'defense': 85, 'special-attack': 90, 'special-defense': 55, 'speed': 55}"
343,baltoy,5,215,60,"['ground', 'psychic']",['levitate'],"{'hp': 40, 'attack': 40, 'defense': 55, 'special-attack': 40, 'special-defense': 70, 'speed': 55}"
344,claydol,15,1080,175,"['ground', 'psychic']",['levitate'],"{'hp': 60, 'attack': 70, 'defense': 105, 'special-attack': 70, 'special-defense': 120, 'speed': 75}"
345,lileep,10,238,71,"['rock', 'grass']","['suction-cups', 'storm-drain']","{'hp': 66, 'attack': 41, 'defense': 77, 'special-attack': 61, 'special-defense': 87, 'speed': 23}"
346,cradily,15,604,173,"['rock', 'grass']","['suction-cups', 'storm-drain']","{'hp': 86, 'attack': 81, 'defense': 97, 'special-attack': 81, 'special-defense': 107, 'speed': 43}"
347,anorith,7,125,71,"['rock', 'bug']","['battle-armor', 'swift-swim']","{'hp': 45, 'attack': 95, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 75}"
348,armaldo,15,682,173,"['rock', 'bug']","['battle-armor', 'swift-swim']","{'hp': 75, 'attack': 125, 'defense': 100, 'special-attack': 70, 'special-defense': 80, 'speed': 45}"
349,feebas,6,74,40,['water'],"['swift-swim', 'oblivious', 'adaptability']","{'hp': 20, 'attack': 15, 'defense': 20, 'special-attack': 10, 'special-defense': 55, 'speed': 80}"
350,milotic,62,1620,189,['water'],"['marvel-scale', 'competitive', 'cute-charm']","{'hp': 95, 'attack': 60, 'defense': 79, 'special-attack': 100, 'special-defense': 125, 'speed': 81}"
351,castform,3,8,147,['normal'],['forecast'],"{'hp': 70, 'attack': 70, 'defense': 70, 'special-attack': 70, 'special-defense': 70, 'speed': 70}"
352,kecleon,10,220,154,['normal'],"['color-change', 'protean']","{'hp': 60, 'attack': 90, 'defense': 70, 'special-attack': 60, 'special-defense': 120, 'speed': 40}"
353,shuppet,6,23,59,['ghost'],"['insomnia', 'frisk', 'cursed-body']","{'hp': 44, 'attack': 75, 'defense': 35, 'special-attack': 63, 'special-defense': 33, 'speed': 45}"
354,banette,11,125,159,['ghost'],"['insomnia', 'frisk', 'cursed-body']","{'hp': 64, 'attack': 115, 'defense': 65, 'special-attack': 83, 'special-defense': 63, 'speed': 65}"
355,duskull,8,150,59,['ghost'],"['levitate', 'frisk']","{'hp': 20, 'attack': 40, 'defense': 90, 'special-attack': 30, 'special-defense': 90, 'speed': 25}"
356,dusclops,16,306,159,['ghost'],"['pressure', 'frisk']","{'hp': 40, 'attack': 70, 'defense': 130, 'special-attack': 60, 'special-defense': 130, 'speed': 25}"
357,tropius,20,1000,161,"['grass', 'flying']","['chlorophyll', 'solar-power', 'harvest']","{'hp': 99, 'attack': 68, 'defense': 83, 'special-attack': 72, 'special-defense': 87, 'speed': 51}"
358,chimecho,6,10,159,['psychic'],['levitate'],"{'hp': 75, 'attack': 50, 'defense': 80, 'special-attack': 95, 'special-defense': 90, 'speed': 65}"
359,absol,12,470,163,['dark'],"['pressure', 'super-luck', 'justified']","{'hp': 65, 'attack': 130, 'defense': 60, 'special-attack': 75, 'special-defense': 60, 'speed': 75}"
360,wynaut,6,140,52,['psychic'],"['shadow-tag', 'telepathy']","{'hp': 95, 'attack': 23, 'defense': 48, 'special-attack': 23, 'special-defense': 48, 'speed': 23}"
361,snorunt,7,168,60,['ice'],"['inner-focus', 'ice-body', 'moody']","{'hp': 50, 'attack': 50, 'defense': 50, 'special-attack': 50, 'special-defense': 50, 'speed': 50}"
362,glalie,15,2565,168,['ice'],"['inner-focus', 'ice-body', 'moody']","{'hp': 80, 'attack': 80, 'defense': 80, 'special-attack': 80, 'special-defense': 80, 'speed': 80}"
363,spheal,8,395,58,"['ice', 'water']","['thick-fat', 'ice-body', 'oblivious']","{'hp': 70, 'attack': 40, 'defense': 50, 'special-attack': 55, 'special-defense': 50, 'speed': 25}"
364,sealeo,11,876,144,"['ice', 'water']","['thick-fat', 'ice-body', 'oblivious']","{'hp': 90, 'attack': 60, 'defense': 70, 'special-attack': 75, 'special-defense': 70, 'speed': 45}"
365,walrein,14,1506,239,"['ice', 'water']","['thick-fat', 'ice-body', 'oblivious']","{'hp': 110, 'attack': 80, 'defense': 90, 'special-attack': 95, 'special-defense': 90, 'speed': 65}"
366,clamperl,4,525,69,['water'],"['shell-armor', 'rattled']","{'hp': 35, 'attack': 64, 'defense': 85, 'special-attack': 74, 'special-defense': 55, 'speed': 32}"
367,huntail,17,270,170,['water'],"['swift-swim', 'water-veil']","{'hp': 55, 'attack': 104, 'defense': 105, 'special-attack': 94, 'special-defense': 75, 'speed': 52}"
368,gorebyss,18,226,170,['water'],"['swift-swim', 'hydration']","{'hp': 55, 'attack': 84, 'defense': 105, 'special-attack': 114, 'special-defense': 75, 'speed': 52}"
369,relicanth,10,234,170,"['water', 'rock']","['swift-swim', 'rock-head', 'sturdy']","{'hp': 100, 'attack': 90, 'defense': 130, 'special-attack': 45, 'special-defense': 65, 'speed': 55}"
370,luvdisc,6,87,116,['water'],"['swift-swim', 'hydration']","{'hp': 43, 'attack': 30, 'defense': 55, 'special-attack': 40, 'special-defense': 65, 'speed': 97}"
371,bagon,6,421,60,['dragon'],"['rock-head', 'sheer-force']","{'hp': 45, 'attack': 75, 'defense': 60, 'special-attack': 40, 'special-defense': 30, 'speed': 50}"
372,shelgon,11,1105,147,['dragon'],"['rock-head', 'overcoat']","{'hp': 65, 'attack': 95, 'defense': 100, 'special-attack': 60, 'special-defense': 50, 'speed': 50}"
373,salamence,15,1026,270,"['dragon', 'flying']","['intimidate', 'moxie']","{'hp': 95, 'attack': 135, 'defense': 80, 'special-attack': 110, 'special-defense': 80, 'speed': 100}"
374,beldum,6,952,60,"['steel', 'psychic']","['clear-body', 'light-metal']","{'hp': 40, 'attack': 55, 'defense': 80, 'special-attack': 35, 'special-defense': 60, 'speed': 30}"
375,metang,12,2025,147,"['steel', 'psychic']","['clear-body', 'light-metal']","{'hp': 60, 'attack': 75, 'defense': 100, 'special-attack': 55, 'special-defense': 80, 'speed': 50}"
376,metagross,16,5500,270,"['steel', 'psychic']","['clear-body', 'light-metal']","{'hp': 80, 'attack': 135, 'defense': 130, 'special-attack': 95, 'special-defense': 90, 'speed': 70}"
377,regirock,17,2300,261,['rock'],"['clear-body', 'sturdy']","{'hp': 80, 'attack': 100, 'defense': 200, 'special-attack': 50, 'special-defense': 100, 'speed': 50}"
378,regice,18,1750,261,['ice'],"['clear-body', 'ice-body']","{'hp': 80, 'attack': 50, 'defense': 100, 'special-attack': 100, 'special-defense': 200, 'speed': 50}"
379,registeel,19,2050,261,['steel'],"['clear-body', 'light-metal']","{'hp': 80, 'attack': 75, 'defense': 150, 'special-attack': 75, 'special-defense': 150, 'speed': 50}"
380,latias,14,400,270,"['dragon', 'psychic']",['levitate'],"{'hp': 80, 'attack': 80, 'defense': 90, 'special-attack': 110, 'special-defense': 130, 'speed': 110}"
381,latios,20,600,270,"['dragon', 'psychic']",['levitate'],"{'hp': 80, 'attack': 90, 'defense': 80, 'special-attack': 130, 'special-defense': 110, 'speed': 110}"
382,kyogre,45,3520,302,['water'],['drizzle'],"{'hp': 100, 'attack': 100, 'defense': 90, 'special-attack': 150, 'special-defense': 140, 'speed': 90}"
383,groudon,35,9500,302,['ground'],['drought'],"{'hp': 100, 'attack': 150, 'defense': 140, 'special-attack': 100, 'special-defense': 90, 'speed': 90}"
384,rayquaza,70,2065,306,"['dragon', 'flying']",['air-lock'],"{'hp': 105, 'attack': 150, 'defense': 90, 'special-attack': 150, 'special-defense': 90, 'speed': 95}"
385,jirachi,3,11,270,"['steel', 'psychic']",['serene-grace'],"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}"
386,deoxys-normal,17,608,270,['psychic'],['pressure'],"{'hp': 50, 'attack': 150, 'defense': 50, 'special-attack': 150, 'special-defense': 50, 'speed': 150}"
387,turtwig,4,102,64,['grass'],"['overgrow', 'shell-armor']","{'hp': 55, 'attack': 68, 'defense': 64, 'special-attack': 45, 'special-defense': 55, 'speed': 31}"
388,grotle,11,970,142,['grass'],"['overgrow', 'shell-armor']","{'hp': 75, 'attack': 89, 'defense': 85, 'special-attack': 55, 'special-defense': 65, 'speed': 36}"
389,torterra,22,3100,236,"['grass', 'ground']","['overgrow', 'shell-armor']","{'hp': 95, 'attack': 109, 'defense': 105, 'special-attack': 75, 'special-defense': 85, 'speed': 56}"
390,chimchar,5,62,62,['fire'],"['blaze', 'iron-fist']","{'hp': 44, 'attack': 58, 'defense': 44, 'special-attack': 58, 'special-defense': 44, 'speed': 61}"
391,monferno,9,220,142,"['fire', 'fighting']","['blaze', 'iron-fist']","{'hp': 64, 'attack': 78, 'defense': 52, 'special-attack': 78, 'special-defense': 52, 'speed': 81}"
392,infernape,12,550,240,"['fire', 'fighting']","['blaze', 'iron-fist']","{'hp': 76, 'attack': 104, 'defense': 71, 'special-attack': 104, 'special-defense': 71, 'speed': 108}"
393,piplup,4,52,63,['water'],"['torrent', 'competitive']","{'hp': 53, 'attack': 51, 'defense': 53, 'special-attack': 61, 'special-defense': 56, 'speed': 40}"
394,prinplup,8,230,142,['water'],"['torrent', 'competitive']","{'hp': 64, 'attack': 66, 'defense': 68, 'special-attack': 81, 'special-defense': 76, 'speed': 50}"
395,empoleon,17,845,239,"['water', 'steel']","['torrent', 'competitive']","{'hp': 84, 'attack': 86, 'defense': 88, 'special-attack': 111, 'special-defense': 101, 'speed': 60}"
396,starly,3,20,49,"['normal', 'flying']","['keen-eye', 'reckless']","{'hp': 40, 'attack': 55, 'defense': 30, 'special-attack': 30, 'special-defense': 30, 'speed': 60}"
397,staravia,6,155,119,"['normal', 'flying']","['intimidate', 'reckless']","{'hp': 55, 'attack': 75, 'defense': 50, 'special-attack': 40, 'special-defense': 40, 'speed': 80}"
398,staraptor,12,249,218,"['normal', 'flying']","['intimidate', 'reckless']","{'hp': 85, 'attack': 120, 'defense': 70, 'special-attack': 50, 'special-defense': 60, 'speed': 100}"
399,bidoof,5,200,50,['normal'],"['simple', 'unaware', 'moody']","{'hp': 59, 'attack': 45, 'defense': 40, 'special-attack': 35, 'special-defense': 40, 'speed': 31}"
400,bibarel,10,315,144,"['normal', 'water']","['simple', 'unaware', 'moody']","{'hp': 79, 'attack': 85, 'defense': 60, 'special-attack': 55, 'special-defense': 60, 'speed': 71}"
401,kricketot,3,22,39,['bug'],"['shed-skin', 'run-away']","{'hp': 37, 'attack': 25, 'defense': 41, 'special-attack': 25, 'special-defense': 41, 'speed': 25}"
402,kricketune,10,255,134,['bug'],"['swarm', 'technician']","{'hp': 77, 'attack': 85, 'defense': 51, 'special-attack': 55, 'special-defense': 51, 'speed': 65}"
403,shinx,5,95,53,['electric'],"['rivalry', 'intimidate', 'guts']","{'hp': 45, 'attack': 65, 'defense': 34, 'special-attack': 40, 'special-defense': 34, 'speed': 45}"
404,luxio,9,305,127,['electric'],"['rivalry', 'intimidate', 'guts']","{'hp': 60, 'attack': 85, 'defense': 49, 'special-attack': 60, 'special-defense': 49, 'speed': 60}"
405,luxray,14,420,235,['electric'],"['rivalry', 'intimidate', 'guts']","{'hp': 80, 'attack': 120, 'defense': 79, 'special-attack': 95, 'special-defense': 79, 'speed': 70}"
406,budew,2,12,56,"['grass', 'poison']","['natural-cure', 'poison-point', 'leaf-guard']","{'hp': 40, 'attack': 30, 'defense': 35, 'special-attack': 50, 'special-defense': 70, 'speed': 55}"
407,roserade,9,145,232,"['grass', 'poison']","['natural-cure', 'poison-point', 'technician']","{'hp': 60, 'attack': 70, 'defense': 65, 'special-attack': 125, 'special-defense': 105, 'speed': 90}"
408,cranidos,9,315,70,['rock'],"['mold-breaker', 'sheer-force']","{'hp': 67, 'attack': 125, 'defense': 40, 'special-attack': 30, 'special-defense': 30, 'speed': 58}"
409,rampardos,16,1025,173,['rock'],"['mold-breaker', 'sheer-force']","{'hp': 97, 'attack': 165, 'defense': 60, 'special-attack': 65, 'special-defense': 50, 'speed': 58}"
410,shieldon,5,570,70,"['rock', 'steel']","['sturdy', 'soundproof']","{'hp': 30, 'attack': 42, 'defense': 118, 'special-attack': 42, 'special-defense': 88, 'speed': 30}"
411,bastiodon,13,1495,173,"['rock', 'steel']","['sturdy', 'soundproof']","{'hp': 60, 'attack': 52, 'defense': 168, 'special-attack': 47, 'special-defense': 138, 'speed': 30}"
412,burmy,2,34,45,['bug'],"['shed-skin', 'overcoat']","{'hp': 40, 'attack': 29, 'defense': 45, 'special-attack': 29, 'special-defense': 45, 'speed': 36}"
413,wormadam-plant,5,65,148,"['bug', 'grass']","['anticipation', 'overcoat']","{'hp': 60, 'attack': 59, 'defense': 85, 'special-attack': 79, 'special-defense': 105, 'speed': 36}"
414,mothim,9,233,148,"['bug', 'flying']","['swarm', 'tinted-lens']","{'hp': 70, 'attack': 94, 'defense': 50, 'special-attack': 94, 'special-defense': 50, 'speed': 66}"
415,combee,3,55,49,"['bug', 'flying']","['honey-gather', 'hustle']","{'hp': 30, 'attack': 30, 'defense': 42, 'special-attack': 30, 'special-defense': 42, 'speed': 70}"
416,vespiquen,12,385,166,"['bug', 'flying']","['pressure', 'unnerve']","{'hp': 70, 'attack': 80, 'defense': 102, 'special-attack': 80, 'special-defense': 102, 'speed': 40}"
417,pachirisu,4,39,142,['electric'],"['run-away', 'pickup', 'volt-absorb']","{'hp': 60, 'attack': 45, 'defense': 70, 'special-attack': 45, 'special-defense': 90, 'speed': 95}"
418,buizel,7,295,66,['water'],"['swift-swim', 'water-veil']","{'hp': 55, 'attack': 65, 'defense': 35, 'special-attack': 60, 'special-defense': 30, 'speed': 85}"
419,floatzel,11,335,173,['water'],"['swift-swim', 'water-veil']","{'hp': 85, 'attack': 105, 'defense': 55, 'special-attack': 85, 'special-defense': 50, 'speed': 115}"
420,cherubi,4,33,55,['grass'],['chlorophyll'],"{'hp': 45, 'attack': 35, 'defense': 45, 'special-attack': 62, 'special-defense': 53, 'speed': 35}"
421,cherrim,5,93,158,['grass'],['flower-gift'],"{'hp': 70, 'attack': 60, 'defense': 70, 'special-attack': 87, 'special-defense': 78, 'speed': 85}"
422,shellos,3,63,65,['water'],"['sticky-hold', 'storm-drain', 'sand-force']","{'hp': 76, 'attack': 48, 'defense': 48, 'special-attack': 57, 'special-defense': 62, 'speed': 34}"
423,gastrodon,9,299,166,"['water', 'ground']","['sticky-hold', 'storm-drain', 'sand-force']","{'hp': 111, 'attack': 83, 'defense': 68, 'special-attack': 92, 'special-defense': 82, 'speed': 39}"
424,ambipom,12,203,169,['normal'],"['technician', 'pickup', 'skill-link']","{'hp': 75, 'attack': 100, 'defense': 66, 'special-attack': 60, 'special-defense': 66, 'speed': 115}"
425,drifloon,4,12,70,"['ghost', 'flying']","['aftermath', 'unburden', 'flare-boost']","{'hp': 90, 'attack': 50, 'defense': 34, 'special-attack': 60, 'special-defense': 44, 'speed': 70}"
426,drifblim,12,150,174,"['ghost', 'flying']","['aftermath', 'unburden', 'flare-boost']","{'hp': 150, 'attack': 80, 'defense': 44, 'special-attack': 90, 'special-defense': 54, 'speed': 80}"
427,buneary,4,55,70,['normal'],"['run-away', 'klutz', 'limber']","{'hp': 55, 'attack': 66, 'defense': 44, 'special-attack': 44, 'special-defense': 56, 'speed': 85}"
428,lopunny,12,333,168,['normal'],"['cute-charm', 'klutz', 'limber']","{'hp': 65, 'attack': 76, 'defense': 84, 'special-attack': 54, 'special-defense': 96, 'speed': 105}"
429,mismagius,9,44,173,['ghost'],['levitate'],"{'hp': 60, 'attack': 60, 'defense': 60, 'special-attack': 105, 'special-defense': 105, 'speed': 105}"
430,honchkrow,9,273,177,"['dark', 'flying']","['insomnia', 'super-luck', 'moxie']","{'hp': 100, 'attack': 125, 'defense': 52, 'special-attack': 105, 'special-defense': 52, 'speed': 71}"
431,glameow,5,39,62,['normal'],"['limber', 'own-tempo', 'keen-eye']","{'hp': 49, 'attack': 55, 'defense': 42, 'special-attack': 42, 'special-defense': 37, 'speed': 85}"
432,purugly,10,438,158,['normal'],"['thick-fat', 'own-tempo', 'defiant']","{'hp': 71, 'attack': 82, 'defense': 64, 'special-attack': 64, 'special-defense': 59, 'speed': 112}"
433,chingling,2,6,57,['psychic'],['levitate'],"{'hp': 45, 'attack': 30, 'defense': 50, 'special-attack': 65, 'special-defense': 50, 'speed': 45}"
434,stunky,4,192,66,"['poison', 'dark']","['stench', 'aftermath', 'keen-eye']","{'hp': 63, 'attack': 63, 'defense': 47, 'special-attack': 41, 'special-defense': 41, 'speed': 74}"
435,skuntank,10,380,168,"['poison', 'dark']","['stench', 'aftermath', 'keen-eye']","{'hp': 103, 'attack': 93, 'defense': 67, 'special-attack': 71, 'special-defense': 61, 'speed': 84}"
436,bronzor,5,605,60,"['steel', 'psychic']","['levitate', 'heatproof', 'heavy-metal']","{'hp': 57, 'attack': 24, 'defense': 86, 'special-attack': 24, 'special-defense': 86, 'speed': 23}"
437,bronzong,13,1870,175,"['steel', 'psychic']","['levitate', 'heatproof', 'heavy-metal']","{'hp': 67, 'attack': 89, 'defense': 116, 'special-attack': 79, 'special-defense': 116, 'speed': 33}"
438,bonsly,5,150,58,['rock'],"['sturdy', 'rock-head', 'rattled']","{'hp': 50, 'attack': 80, 'defense': 95, 'special-attack': 10, 'special-defense': 45, 'speed': 10}"
439,mime-jr,6,130,62,"['psychic', 'fairy']","['soundproof', 'filter', 'technician']","{'hp': 20, 'attack': 25, 'defense': 45, 'special-attack': 70, 'special-defense': 90, 'speed': 60}"
440,happiny,6,244,110,['normal'],"['natural-cure', 'serene-grace', 'friend-guard']","{'hp': 100, 'attack': 5, 'defense': 5, 'special-attack': 15, 'special-defense': 65, 'speed': 30}"
441,chatot,5,19,144,"['normal', 'flying']","['keen-eye', 'tangled-feet', 'big-pecks']","{'hp': 76, 'attack': 65, 'defense': 45, 'special-attack': 92, 'special-defense': 42, 'speed': 91}"
442,spiritomb,10,1080,170,"['ghost', 'dark']","['pressure', 'infiltrator']","{'hp': 50, 'attack': 92, 'defense': 108, 'special-attack': 92, 'special-defense': 108, 'speed': 35}"
443,gible,7,205,60,"['dragon', 'ground']","['sand-veil', 'rough-skin']","{'hp': 58, 'attack': 70, 'defense': 45, 'special-attack': 40, 'special-defense': 45, 'speed': 42}"
444,gabite,14,560,144,"['dragon', 'ground']","['sand-veil', 'rough-skin']","{'hp': 68, 'attack': 90, 'defense': 65, 'special-attack': 50, 'special-defense': 55, 'speed': 82}"
445,garchomp,19,950,270,"['dragon', 'ground']","['sand-veil', 'rough-skin']","{'hp': 108, 'attack': 130, 'defense': 95, 'special-attack': 80, 'special-defense': 85, 'speed': 102}"
446,munchlax,6,1050,78,['normal'],"['pickup', 'thick-fat', 'gluttony']","{'hp': 135, 'attack': 85, 'defense': 40, 'special-attack': 40, 'special-defense': 85, 'speed': 5}"
447,riolu,7,202,57,['fighting'],"['steadfast', 'inner-focus', 'prankster']","{'hp': 40, 'attack': 70, 'defense': 40, 'special-attack': 35, 'special-defense': 40, 'speed': 60}"
448,lucario,12,540,184,"['fighting', 'steel']","['steadfast', 'inner-focus', 'justified']","{'hp': 70, 'attack': 110, 'defense': 70, 'special-attack': 115, 'special-defense': 70, 'speed': 90}"
449,hippopotas,8,495,66,['ground'],"['sand-stream', 'sand-force']","{'hp': 68, 'attack': 72, 'defense': 78, 'special-attack': 38, 'special-defense': 42, 'speed': 32}"
450,hippowdon,20,3000,184,['ground'],"['sand-stream', 'sand-force']","{'hp': 108, 'attack': 112, 'defense': 118, 'special-attack': 68, 'special-defense': 72, 'speed': 47}"
